customer_id,account_id,tenure_months,monthly_charges,paperless_billing,payment_method,contract_proxy,internet_service,has_5g_home_internet,lines_on_account,device_payment_plan,device_term_months,device_months_remaining,device_monthly_payment,OnlineSecurity,OnlineBackup,DeviceProtection,StreamingTV,StreamingMovies,churn_risk_score,trust_baseline,patience,is_churned,repeat_contacts_30d,last_call_day_index
C0002554,A0002554,66,84.42,No,Bank transfer (automatic),Month-to-month,5G Home Internet,1,2,No,0,0,0.0,Yes,No,No,No,No,0.117429,73.99203,0.351019,0,0,-1
C0002555,A0002555,11,25.28,Yes,Bank transfer (automatic),Two year,5G Home Internet,1,2,Yes,24,16,10.0,No,No,No,No,No,0.030216,69.204602,0.520971,0,0,-1
C0002556,A0002556,28,57.81,Yes,Electronic check,Month-to-month,5G Home Internet,1,1,Yes,36,8,17.6,No,No,No,No,No,0.297873,58.903755,0.361595,0,0,-1
C0002557,A0002557,0,67.55,Yes,Electronic check,Month-to-month,No,0,1,No,0,0,0.0,No,No,No,Yes,No,0.501446,67.68099,0.694546,1,0,-1
C0002558,A0002558,3,103.65,No,Bank transfer (automatic),One year,No,0,1,Yes,36,12,26.54,No,No,Yes,No,Yes,0.39194,72.007496,0.756939,1,0,-1
C0002559,A0002559,19,47.29,No,Credit card (automatic),Month-to-month,5G Home Internet,1,2,No,0,0,0.0,No,Yes,Yes,No,No,0.317669,75.312428,0.515606,0,0,-1
C0002560,A0002560,3,112.35,Yes,Bank transfer (automatic),Two year,5G Home Internet,1,1,Yes,36,35,26.92,Yes,Yes,No,No,Yes,0.351384,66.48328,0.549406,1,0,-1
C0002561,A0002561,27,84.02,No,Mailed check,One year,5G Home Internet,1,3,Yes,30,17,15.41,No,No,No,Yes,Yes,0.281094,82.916215,0.525043,0,0,-1
C0002562,A0002562,28,61.02,No,Electronic check,Month-to-month,No,0,1,No,0,0,0.0,No,Yes,Yes,No,No,0.322478,65.617151,0.275804,1,0,-1
C0002563,A0002563,44,57.44,Yes,Bank transfer (automatic),Two year,5G Home Internet,1,5,Yes,24,10,10.0,No,No,Yes,Yes,No,0.345782,58.836683,0.550444,0,0,-1
C0002564,A0002564,23,24.78,Yes,Bank transfer (automatic),Two year,5G Home Internet,1,1,Yes,24,15,10.0,Yes,No,No,No,No,0.274379,95.106168,0.65879,0,0,-1
C0002565,A0002565,28,78.73,Yes,Mailed check,Month-to-month,No,0,2,Yes,36,15,19.5,No,Yes,No,No,No,0.096504,72.575447,0.697841,0,0,-1
C0002566,A0002566,14,20.94,Yes,Bank transfer (automatic),Two year,5G Home Internet,1,2,Yes,24,22,10.0,No,No,No,No,No,0.360196,60.845744,0.315432,0,0,-1
C0002567,A0002567,5,53.02,Yes,Credit card (automatic),Month-to-month,5G Home Internet,1,2,No,0,0,0.0,No,No,Yes,No,No,0.201182,88.252326,0.100877,0,0,-1
C0002568,A0002568,4,53.3,Yes,Credit card (automatic),Month-to-month,No,0,0,Yes,24,23,12.67,No,Yes,Yes,Yes,Yes,0.198867,52.336981,0.288271,0,0,-1
C0002569,A0002569,35,103.12,No,Bank transfer (automatic),Two year,No,0,1,Yes,24,12,17.85,No,Yes,No,Yes,No,0.244296,75.417269,0.641391,0,0,-1
C0002570,A0002570,65,53.3,Yes,Credit card (automatic),Month-to-month,No,0,1,Yes,24,4,12.34,No,No,No,Yes,Yes,0.274005,51.190075,0.593311,1,0,-1
C0002571,A0002571,8,67.75,Yes,Mailed check,Month-to-month,No,0,0,No,0,0,0.0,Yes,No,No,Yes,No,0.3513,45.339079,0.568974,0,0,-1
C0002572,A0002572,34,47.64,Yes,Electronic check,Two year,5G Home Internet,1,1,Yes,36,22,10.0,No,No,No,Yes,No,0.389357,64.443469,0.307793,1,0,-1
C0002573,A0002573,43,37.55,Yes,Bank transfer (automatic),Month-to-month,5G Home Internet,1,1,Yes,36,19,10.0,No,No,No,Yes,No,0.304713,54.900813,0.863111,1,0,-1
C0002574,A0002574,38,59.05,Yes,Bank transfer (automatic),Month-to-month,5G Home Internet,1,1,No,0,0,0.0,Yes,No,Yes,No,No,0.346854,95.001271,0.496692,0,0,-1
C0002575,A0002575,31,83.4,Yes,Credit card (automatic),Month-to-month,5G Home Internet,1,0,No,0,0,0.0,Yes,No,Yes,Yes,No,0.273836,64.966068,0.205925,0,0,-1
C0002576,A0002576,28,73.68,Yes,Credit card (automatic),Two year,5G Home Internet,1,2,Yes,30,9,23.28,No,No,No,No,Yes,0.179675,66.80341,0.22742,1,0,-1
C0002577,A0002577,29,43.09,Yes,Bank transfer (automatic),Month-to-month,No,0,1,Yes,30,8,10.0,No,No,No,Yes,No,0.403093,70.913104,0.934335,0,0,-1
C0002578,A0002578,59,80.7,No,Mailed check,Two year,No,0,1,Yes,30,4,23.12,Yes,Yes,No,No,No,0.162088,72.340889,0.567341,0,0,-1
C0002579,A0002579,3,22.99,No,Electronic check,One year,No,0,3,Yes,30,23,10.0,No,Yes,No,Yes,Yes,0.157751,72.839575,0.428816,0,0,-1
C0002580,A0002580,53,92.69,Yes,Bank transfer (automatic),Month-to-month,No,0,5,Yes,30,12,12.81,No,Yes,Yes,No,No,0.263125,81.784865,0.927346,1,0,-1
C0002581,A0002581,1,34.53,Yes,Bank transfer (automatic),Two year,No,0,1,Yes,24,21,10.0,No,Yes,No,Yes,No,0.256147,83.630198,0.484149,0,0,-1
C0002582,A0002582,38,90.14,Yes,Bank transfer (automatic),Month-to-month,5G Home Internet,1,1,No,0,0,0.0,No,Yes,No,Yes,No,0.281584,70.096061,0.828843,1,0,-1
C0002583,A0002583,7,119.03,Yes,Electronic check,Two year,No,0,2,Yes,30,24,35.26,No,No,No,No,No,0.425228,75.177727,0.802971,0,0,-1
C0002584,A0002584,9,95.28,Yes,Bank transfer (automatic),Two year,No,0,1,Yes,30,14,26.34,Yes,Yes,No,No,No,0.246884,86.246688,0.675535,1,0,-1
C0002585,A0002585,7,23.23,Yes,Electronic check,One year,No,0,2,Yes,24,21,10.0,Yes,Yes,Yes,No,Yes,0.180426,69.430532,0.373563,0,0,-1
C0002586,A0002586,15,64.16,No,Bank transfer (automatic),Month-to-month,5G Home Internet,1,3,No,0,0,0.0,No,Yes,No,No,No,0.308476,67.05128,0.544508,1,0,-1
C0002587,A0002587,0,91.92,No,Electronic check,Month-to-month,No,0,4,No,0,0,0.0,No,No,No,No,Yes,0.427824,65.299405,0.383988,0,0,-1
C0002588,A0002588,5,66.67,No,Credit card (automatic),Two year,5G Home Internet,1,3,Yes,24,17,11.4,Yes,Yes,No,No,No,0.354725,61.669944,0.36297,0,0,-1
C0002589,A0002589,18,40.02,Yes,Credit card (automatic),Month-to-month,No,0,4,No,0,0,0.0,No,No,Yes,No,No,0.281681,76.144102,0.600424,0,0,-1
C0002590,A0002590,21,60.49,No,Bank transfer (automatic),Month-to-month,No,0,2,No,0,0,0.0,Yes,No,No,No,No,0.25989,88.599509,0.91446,0,0,-1
C0002591,A0002591,43,28.16,Yes,Electronic check,Month-to-month,No,0,3,No,0,0,0.0,No,Yes,No,No,Yes,0.353252,67.260401,0.373586,0,0,-1
C0002592,A0002592,58,70.47,Yes,Bank transfer (automatic),Two year,No,0,3,Yes,36,7,10.0,No,No,Yes,No,Yes,0.153802,79.546099,0.371245,0,0,-1
C0002593,A0002593,33,33.07,Yes,Electronic check,Month-to-month,No,0,2,No,0,0,0.0,Yes,No,No,Yes,No,0.229542,84.438684,0.586707,0,0,-1
C0002594,A0002594,4,75.26,No,Electronic check,Month-to-month,No,0,5,No,0,0,0.0,Yes,No,No,Yes,Yes,0.183263,88.926581,0.572188,1,0,-1
C0002595,A0002595,7,59.38,No,Bank transfer (automatic),Two year,5G Home Internet,1,4,Yes,30,23,20.54,No,No,No,Yes,No,0.422595,81.780702,0.673025,1,0,-1
C0002596,A0002596,56,56.78,Yes,Mailed check,Two year,No,0,1,Yes,24,9,12.2,No,Yes,Yes,Yes,Yes,0.465877,76.136605,0.494139,1,0,-1
C0002597,A0002597,11,27.12,No,Credit card (automatic),Month-to-month,No,0,2,Yes,24,6,10.0,No,No,No,Yes,No,0.399069,66.382889,0.833741,1,0,-1
C0002598,A0002598,17,110.69,Yes,Credit card (automatic),One year,No,0,2,Yes,24,14,31.51,No,Yes,No,Yes,Yes,0.248803,63.262143,0.468886,0,0,-1
C0002599,A0002599,67,64.32,Yes,Credit card (automatic),Month-to-month,5G Home Internet,1,3,No,0,0,0.0,Yes,Yes,No,Yes,Yes,0.125103,74.324956,0.555365,0,0,-1
C0002600,A0002600,64,79.38,Yes,Electronic check,Two year,No,0,2,Yes,30,6,10.66,No,No,Yes,Yes,No,0.285165,77.676935,0.36862,0,0,-1
C0002601,A0002601,20,90.71,No,Bank transfer (automatic),Two year,5G Home Internet,1,2,Yes,30,13,16.13,No,No,Yes,Yes,Yes,0.21251,51.941417,0.799987,0,0,-1
C0002602,A0002602,34,64.99,Yes,Electronic check,Month-to-month,5G Home Internet,1,2,No,0,0,0.0,No,No,No,No,No,0.268551,80.71835,0.761455,0,0,-1
C0002603,A0002603,23,54.48,No,Bank transfer (automatic),Two year,No,0,4,Yes,36,27,10.0,Yes,Yes,Yes,Yes,No,0.281882,58.459183,0.832239,0,0,-1
C0002604,A0002604,37,69.76,No,Bank transfer (automatic),Month-to-month,No,0,1,Yes,30,15,16.55,No,No,No,No,No,0.396897,82.133791,0.623368,0,0,-1
C0002605,A0002605,2,59.93,No,Bank transfer (automatic),Month-to-month,5G Home Internet,1,1,Yes,30,27,10.0,No,No,Yes,No,No,0.281292,69.840431,0.30752,0,0,-1
C0002606,A0002606,9,61.49,Yes,Electronic check,Month-to-month,5G Home Internet,1,2,No,0,0,0.0,No,No,No,Yes,No,0.303061,77.313674,0.86436,1,0,-1
C0002607,A0002607,31,46.71,Yes,Electronic check,Two year,5G Home Internet,1,1,Yes,36,32,11.72,No,No,Yes,No,Yes,0.395567,82.408967,0.637548,1,0,-1
C0002608,A0002608,10,118.84,Yes,Mailed check,Month-to-month,No,0,3,Yes,36,26,23.91,No,Yes,No,No,No,0.300098,77.78761,0.753248,0,0,-1
C0002609,A0002609,27,69.22,Yes,Electronic check,Two year,No,0,2,Yes,36,8,11.18,Yes,Yes,No,No,No,0.221442,65.30864,0.538274,0,0,-1
C0002610,A0002610,22,46.24,No,Electronic check,Month-to-month,No,0,1,Yes,30,17,10.0,No,No,No,No,No,0.168269,89.808654,0.686402,0,0,-1
C0002611,A0002611,56,72.1,Yes,Credit card (automatic),Month-to-month,No,0,1,No,0,0,0.0,Yes,No,No,No,No,0.309599,69.513672,0.329209,1,0,-1
C0002612,A0002612,38,33.29,Yes,Electronic check,One year,5G Home Internet,1,2,Yes,24,8,10.0,No,No,No,No,No,0.341376,62.894627,0.700147,1,0,-1
C0002613,A0002613,13,41.86,Yes,Electronic check,Month-to-month,No,0,1,Yes,36,10,11.29,No,No,Yes,No,Yes,0.308213,77.576402,0.542554,0,0,-1
C0002614,A0002614,44,85.19,No,Credit card (automatic),Month-to-month,No,0,1,Yes,36,5,27.21,Yes,No,Yes,Yes,No,0.313231,62.598137,0.512476,0,0,-1
C0002615,A0002615,1,86.18,Yes,Credit card (automatic),Month-to-month,No,0,1,No,0,0,0.0,No,No,Yes,No,Yes,0.436767,56.509627,0.29544,1,0,-1
C0002616,A0002616,21,64.92,Yes,Mailed check,Two year,5G Home Internet,1,1,Yes,36,30,18.3,No,No,Yes,Yes,No,0.290008,64.139564,0.594236,1,0,-1
C0002617,A0002617,6,67.66,Yes,Credit card (automatic),Two year,No,0,3,Yes,36,17,10.0,No,No,Yes,Yes,No,0.259055,72.050426,0.264117,0,0,-1
C0002618,A0002618,53,46.69,Yes,Electronic check,Two year,No,0,3,Yes,24,7,10.84,No,No,Yes,Yes,Yes,0.388296,63.65101,0.439227,1,0,-1
C0002619,A0002619,39,34.63,No,Bank transfer (automatic),Two year,No,0,1,Yes,36,21,10.0,No,No,Yes,No,No,0.273179,68.215202,0.705351,0,0,-1
C0002620,A0002620,59,71.98,Yes,Credit card (automatic),Month-to-month,No,0,3,No,0,0,0.0,No,No,No,No,No,0.253934,45.593321,0.654813,0,0,-1
C0002621,A0002621,56,68.58,Yes,Bank transfer (automatic),Month-to-month,No,0,4,No,0,0,0.0,No,No,No,No,No,0.344069,87.20742,0.648833,0,0,-1
C0002622,A0002622,69,24.0,Yes,Electronic check,One year,5G Home Internet,1,1,Yes,24,5,10.0,Yes,No,Yes,No,No,0.195437,72.962957,0.421831,0,0,-1
C0002623,A0002623,9,28.41,Yes,Bank transfer (automatic),Month-to-month,5G Home Internet,1,1,Yes,24,16,10.0,Yes,No,Yes,No,Yes,0.122997,62.614505,0.56738,0,0,-1
C0002624,A0002624,55,23.61,Yes,Bank transfer (automatic),Month-to-month,5G Home Internet,1,4,No,0,0,0.0,No,No,No,No,Yes,0.349708,87.811215,0.518977,0,0,-1
C0002625,A0002625,35,59.04,No,Credit card (automatic),One year,No,0,2,Yes,24,12,15.7,No,No,Yes,Yes,Yes,0.4409,54.912056,0.506882,0,0,-1
C0002626,A0002626,19,23.48,No,Mailed check,Month-to-month,No,0,0,No,0,0,0.0,Yes,Yes,Yes,Yes,Yes,0.451613,60.276142,0.228405,1,0,-1
C0002627,A0002627,30,57.17,Yes,Electronic check,Month-to-month,5G Home Internet,1,2,No,0,0,0.0,Yes,No,Yes,No,Yes,0.212451,65.820385,0.701185,0,0,-1
C0002628,A0002628,15,72.31,Yes,Bank transfer (automatic),Two year,No,0,1,Yes,36,27,14.26,No,Yes,No,Yes,Yes,0.258259,63.474755,0.197249,0,0,-1
C0002629,A0002629,3,56.22,Yes,Electronic check,Month-to-month,5G Home Internet,1,4,No,0,0,0.0,Yes,Yes,Yes,No,Yes,0.102886,66.307829,0.838789,0,0,-1
C0002630,A0002630,8,57.77,Yes,Electronic check,One year,5G Home Internet,1,1,Yes,30,16,18.32,No,No,No,No,Yes,0.253244,79.246836,0.587659,1,0,-1
C0002631,A0002631,4,76.08,Yes,Electronic check,Two year,No,0,1,Yes,36,21,19.74,No,No,Yes,Yes,No,0.544056,83.104327,0.511295,1,0,-1
C0002632,A0002632,20,91.79,Yes,Mailed check,Two year,No,0,1,Yes,24,9,30.09,No,No,Yes,No,No,0.221408,84.139618,0.247285,0,0,-1
C0002633,A0002633,59,45.34,Yes,Bank transfer (automatic),Two year,5G Home Internet,1,1,Yes,36,16,10.0,Yes,No,No,No,No,0.449319,88.653418,0.292231,0,0,-1
C0002634,A0002634,29,53.2,Yes,Bank transfer (automatic),Month-to-month,5G Home Internet,1,2,No,0,0,0.0,No,No,No,No,No,0.1462,63.31595,0.57389,0,0,-1
C0002635,A0002635,13,60.1,Yes,Electronic check,Month-to-month,No,0,1,No,0,0,0.0,Yes,No,No,No,No,0.291169,77.093009,0.417717,1,0,-1
C0002636,A0002636,19,47.55,No,Bank transfer (automatic),Two year,No,0,2,Yes,36,24,11.68,No,Yes,Yes,No,Yes,0.284579,63.254313,0.574628,1,0,-1
C0002637,A0002637,12,57.16,No,Bank transfer (automatic),Month-to-month,5G Home Internet,1,1,Yes,36,19,22.7,Yes,No,No,Yes,No,0.363138,62.98331,0.194989,1,0,-1
C0002638,A0002638,9,51.61,Yes,Bank transfer (automatic),One year,5G Home Internet,1,3,Yes,36,24,10.0,Yes,No,No,No,No,0.233236,53.898785,0.532933,1,0,-1
C0002639,A0002639,42,45.21,Yes,Credit card (automatic),Month-to-month,No,0,2,No,0,0,0.0,Yes,No,No,Yes,Yes,0.100364,90.518498,0.62091,0,0,-1
C0002640,A0002640,5,97.84,Yes,Credit card (automatic),Month-to-month,5G Home Internet,1,0,No,0,0,0.0,No,No,No,Yes,No,0.409896,87.247426,0.425321,0,0,-1
C0002641,A0002641,42,80.31,Yes,Electronic check,Month-to-month,5G Home Internet,1,2,Yes,36,14,15.83,No,No,No,Yes,Yes,0.186092,98.0,0.603052,0,0,-1
C0002642,A0002642,42,57.66,Yes,Credit card (automatic),Month-to-month,No,0,3,Yes,24,12,10.0,No,No,No,No,No,0.179542,81.84484,0.742347,0,0,-1
C0002643,A0002643,27,55.19,Yes,Credit card (automatic),Month-to-month,No,0,1,No,0,0,0.0,Yes,No,Yes,No,No,0.216128,77.450356,0.595648,1,0,-1
C0002644,A0002644,51,102.93,No,Mailed check,Month-to-month,No,0,1,Yes,30,13,12.18,No,No,No,Yes,No,0.162568,66.504165,0.270407,0,0,-1
C0002645,A0002645,4,61.26,Yes,Credit card (automatic),Month-to-month,5G Home Internet,1,5,No,0,0,0.0,Yes,No,No,Yes,No,0.18212,85.88209,0.117617,0,0,-1
C0002646,A0002646,58,119.02,Yes,Bank transfer (automatic),Month-to-month,5G Home Internet,1,2,Yes,24,10,23.67,Yes,No,Yes,Yes,No,0.262123,77.265813,0.355227,0,0,-1
C0002647,A0002647,37,81.34,Yes,Credit card (automatic),Month-to-month,5G Home Internet,1,1,No,0,0,0.0,Yes,No,Yes,Yes,No,0.355604,56.845458,0.867735,0,0,-1
C0002648,A0002648,39,59.48,Yes,Bank transfer (automatic),Two year,5G Home Internet,1,1,Yes,36,16,13.42,No,No,No,No,No,0.247444,73.488565,0.599584,1,0,-1
C0002649,A0002649,26,48.41,No,Credit card (automatic),Month-to-month,5G Home Internet,1,1,Yes,24,10,15.26,No,No,No,No,No,0.156706,55.956314,0.667333,0,0,-1
C0002650,A0002650,53,27.07,Yes,Electronic check,Month-to-month,No,0,2,No,0,0,0.0,Yes,Yes,No,Yes,No,0.135217,76.440826,0.824425,0,0,-1
C0002651,A0002651,61,93.0,No,Bank transfer (automatic),Month-to-month,No,0,1,Yes,30,10,12.5,Yes,No,No,Yes,No,0.365168,83.336864,0.511357,1,0,-1
C0002652,A0002652,21,49.92,Yes,Electronic check,Month-to-month,5G Home Internet,1,2,Yes,24,14,10.0,Yes,Yes,No,No,Yes,0.184299,68.222027,0.298056,0,0,-1
C0002653,A0002653,37,67.8,No,Credit card (automatic),Month-to-month,No,0,2,Yes,30,18,13.19,No,Yes,No,No,Yes,0.316363,63.08417,0.758358,0,0,-1
C0002654,A0002654,43,72.8,Yes,Electronic check,Month-to-month,5G Home Internet,1,4,No,0,0,0.0,No,Yes,Yes,Yes,Yes,0.236554,95.540602,0.603335,0,0,-1
C0002655,A0002655,15,87.0,No,Mailed check,Month-to-month,No,0,0,No,0,0,0.0,No,No,Yes,No,No,0.312759,75.553665,0.26856,0,0,-1
C0002656,A0002656,53,80.69,No,Credit card (automatic),Two year,5G Home Internet,1,1,Yes,24,12,15.0,No,No,Yes,No,Yes,0.332578,79.213045,0.049207,0,0,-1
C0002657,A0002657,14,36.49,Yes,Bank transfer (automatic),Month-to-month,5G Home Internet,1,1,Yes,24,20,10.0,No,No,No,No,Yes,0.303203,76.382959,0.216957,0,0,-1
C0002658,A0002658,32,50.29,Yes,Bank transfer (automatic),Month-to-month,No,0,1,Yes,30,17,10.0,No,Yes,No,Yes,No,0.222212,84.12603,0.609332,0,0,-1
C0002659,A0002659,11,73.73,No,Mailed check,Two year,No,0,2,Yes,30,19,15.22,No,No,Yes,No,No,0.272403,80.963546,0.614669,0,0,-1
C0002660,A0002660,2,91.5,Yes,Bank transfer (automatic),Month-to-month,5G Home Internet,1,1,No,0,0,0.0,Yes,No,Yes,No,No,0.2333,69.643746,0.743117,1,0,-1
C0002661,A0002661,59,72.28,Yes,Credit card (automatic),One year,No,0,2,Yes,36,12,16.72,No,Yes,Yes,Yes,No,0.371931,52.355008,0.40529,1,0,-1
C0002662,A0002662,15,64.38,No,Credit card (automatic),Two year,No,0,1,Yes,36,14,12.08,Yes,Yes,Yes,No,No,0.317669,65.421016,0.427022,0,0,-1
C0002663,A0002663,18,98.69,No,Bank transfer (automatic),Month-to-month,5G Home Internet,1,2,Yes,36,13,11.71,No,No,No,No,No,0.124045,73.347164,0.637999,1,0,-1
C0002664,A0002664,8,48.95,No,Bank transfer (automatic),Month-to-month,5G Home Internet,1,1,No,0,0,0.0,Yes,No,No,Yes,Yes,0.349399,85.227724,0.394732,0,0,-1
C0002665,A0002665,14,38.4,No,Bank transfer (automatic),Month-to-month,5G Home Internet,1,5,Yes,36,27,10.8,No,Yes,No,No,No,0.303792,90.884931,0.719968,0,0,-1
C0002666,A0002666,41,96.14,No,Credit card (automatic),Month-to-month,No,0,3,Yes,36,18,12.38,Yes,No,Yes,No,No,0.070363,69.31405,0.287238,0,0,-1
C0002667,A0002667,48,74.4,No,Bank transfer (automatic),Month-to-month,No,0,0,Yes,24,11,18.75,Yes,No,No,Yes,No,0.203983,95.373964,0.128505,1,0,-1
C0002668,A0002668,8,89.2,No,Bank transfer (automatic),Month-to-month,No,0,0,Yes,24,9,10.0,No,Yes,Yes,No,Yes,0.369925,78.635972,0.532467,0,0,-1
C0002669,A0002669,28,40.45,Yes,Bank transfer (automatic),Month-to-month,5G Home Internet,1,2,No,0,0,0.0,No,No,Yes,Yes,No,0.291917,75.225062,0.338929,0,0,-1
C0002670,A0002670,22,66.3,Yes,Electronic check,Two year,5G Home Internet,1,1,Yes,24,7,13.93,No,Yes,No,Yes,No,0.38725,75.74213,0.235695,0,0,-1
C0002671,A0002671,27,53.3,No,Credit card (automatic),Month-to-month,5G Home Internet,1,1,Yes,30,13,10.0,No,No,No,No,Yes,0.321655,81.790358,0.311628,1,0,-1
C0002672,A0002672,23,46.61,No,Electronic check,Month-to-month,No,0,1,No,0,0,0.0,No,No,Yes,No,No,0.300082,73.387521,0.762184,0,0,-1
C0002673,A0002673,13,21.98,Yes,Electronic check,Month-to-month,5G Home Internet,1,3,No,0,0,0.0,Yes,No,Yes,No,Yes,0.321892,73.19363,0.455119,0,0,-1
C0002674,A0002674,19,90.36,Yes,Bank transfer (automatic),Two year,No,0,1,Yes,30,25,20.37,Yes,No,No,No,Yes,0.23571,83.877135,0.662314,0,0,-1
C0002675,A0002675,27,43.09,No,Bank transfer (automatic),Two year,No,0,1,Yes,24,20,10.0,Yes,No,No,Yes,No,0.364221,86.448921,0.284836,0,0,-1
C0002676,A0002676,14,46.12,Yes,Bank transfer (automatic),Month-to-month,No,0,1,No,0,0,0.0,No,No,Yes,Yes,No,0.281648,72.918498,0.897191,0,0,-1
C0002677,A0002677,13,50.04,Yes,Electronic check,Two year,5G Home Internet,1,1,Yes,36,24,10.0,Yes,Yes,No,Yes,No,0.291269,71.774252,0.446289,0,0,-1
C0002678,A0002678,43,42.33,No,Electronic check,Two year,No,0,1,Yes,24,13,10.0,No,No,No,No,Yes,0.393079,62.754102,0.855145,0,0,-1
C0002679,A0002679,38,62.25,Yes,Electronic check,Month-to-month,No,0,2,Yes,30,13,19.16,No,Yes,No,No,Yes,0.351823,68.289326,0.483117,0,0,-1
C0002680,A0002680,18,64.2,Yes,Bank transfer (automatic),Month-to-month,5G Home Internet,1,1,Yes,24,10,10.11,No,Yes,No,Yes,Yes,0.312302,86.451267,0.389318,0,0,-1
C0002681,A0002681,47,71.84,No,Credit card (automatic),Two year,5G Home Internet,1,4,Yes,24,7,12.75,No,Yes,Yes,Yes,No,0.21196,73.303693,0.604349,0,0,-1
C0002682,A0002682,51,58.66,Yes,Credit card (automatic),Two year,No,0,2,Yes,30,8,15.37,No,No,No,No,No,0.232178,83.573827,0.823439,1,0,-1
C0002683,A0002683,0,64.78,Yes,Bank transfer (automatic),One year,No,0,1,Yes,36,28,10.0,Yes,No,No,Yes,No,0.271163,64.319953,0.840528,0,0,-1
C0002684,A0002684,25,34.4,Yes,Mailed check,Month-to-month,5G Home Internet,1,2,Yes,36,28,10.0,No,No,No,No,No,0.115257,76.034822,0.487243,0,0,-1
C0002685,A0002685,1,63.79,Yes,Mailed check,Month-to-month,No,0,3,Yes,36,29,18.39,No,No,Yes,Yes,No,0.330853,79.408801,0.521885,0,0,-1
C0002686,A0002686,41,92.71,Yes,Credit card (automatic),Month-to-month,No,0,2,No,0,0,0.0,No,Yes,No,Yes,No,0.23661,92.538133,0.38141,0,0,-1
C0002687,A0002687,8,62.75,No,Bank transfer (automatic),Month-to-month,5G Home Internet,1,3,No,0,0,0.0,Yes,No,Yes,No,Yes,0.300542,49.357538,0.478694,0,0,-1
C0002688,A0002688,27,116.91,No,Electronic check,One year,5G Home Internet,1,1,Yes,30,10,30.54,No,Yes,No,No,No,0.213962,84.416845,0.686255,0,0,-1
C0002689,A0002689,1,34.85,No,Electronic check,Month-to-month,No,0,5,Yes,24,12,10.0,Yes,No,No,Yes,No,0.409302,73.869254,0.466939,0,0,-1
C0002690,A0002690,19,93.61,Yes,Bank transfer (automatic),One year,5G Home Internet,1,1,Yes,24,12,16.48,No,No,No,No,Yes,0.149231,73.251842,0.817589,0,0,-1
C0002691,A0002691,63,60.29,No,Bank transfer (automatic),Two year,5G Home Internet,1,1,Yes,36,12,13.26,No,Yes,Yes,No,No,0.043079,49.461894,0.620458,0,0,-1
C0002692,A0002692,18,76.73,No,Credit card (automatic),Two year,No,0,2,Yes,36,15,26.01,No,No,No,No,No,0.362051,54.709533,0.920046,0,0,-1
C0002693,A0002693,59,63.02,No,Electronic check,Two year,5G Home Internet,1,2,Yes,36,18,14.82,No,No,No,Yes,Yes,0.130075,78.617708,0.765513,0,0,-1
C0002694,A0002694,63,30.67,No,Credit card (automatic),Two year,5G Home Internet,1,3,Yes,24,3,10.0,No,No,No,No,No,0.18129,90.220975,0.373089,0,0,-1
C0002695,A0002695,54,95.53,Yes,Credit card (automatic),Month-to-month,No,0,2,Yes,24,11,31.93,No,No,No,Yes,Yes,0.089066,75.117576,0.334447,0,0,-1
C0002696,A0002696,9,72.63,Yes,Mailed check,Two year,No,0,1,Yes,36,21,12.08,No,Yes,No,No,No,0.36912,90.556559,0.290086,1,0,-1
C0002697,A0002697,44,76.38,Yes,Electronic check,Two year,No,0,2,Yes,24,12,23.6,No,No,Yes,Yes,No,0.341525,38.325671,0.579734,1,0,-1
C0002698,A0002698,9,34.18,No,Electronic check,Month-to-month,5G Home Internet,1,1,No,0,0,0.0,No,No,No,Yes,No,0.352062,52.422797,0.411872,0,0,-1
C0002699,A0002699,21,55.12,No,Bank transfer (automatic),Month-to-month,5G Home Internet,1,1,No,0,0,0.0,Yes,No,No,Yes,Yes,0.380743,51.223796,0.44622,0,0,-1
C0002700,A0002700,54,105.98,Yes,Electronic check,Month-to-month,5G Home Internet,1,2,No,0,0,0.0,Yes,Yes,Yes,No,No,0.341788,85.07458,0.395994,1,0,-1
C0002701,A0002701,30,47.58,Yes,Credit card (automatic),Month-to-month,No,0,1,Yes,30,16,14.12,No,No,Yes,Yes,No,0.237253,78.799759,0.21894,0,0,-1
C0002702,A0002702,20,50.03,Yes,Credit card (automatic),Month-to-month,5G Home Internet,1,1,No,0,0,0.0,Yes,Yes,No,No,Yes,0.28653,72.32413,0.334732,0,0,-1
C0002703,A0002703,20,51.72,No,Credit card (automatic),Month-to-month,5G Home Internet,1,2,No,0,0,0.0,No,No,No,Yes,No,0.342387,83.822851,0.304519,1,0,-1
C0002704,A0002704,44,73.83,Yes,Bank transfer (automatic),Two year,No,0,2,Yes,24,8,23.1,No,No,No,No,No,0.306062,69.11144,0.239225,1,0,-1
C0002705,A0002705,40,91.11,No,Electronic check,Month-to-month,5G Home Internet,1,2,No,0,0,0.0,Yes,No,No,No,No,0.204815,87.813221,0.50812,0,0,-1
C0002706,A0002706,21,114.21,No,Bank transfer (automatic),Month-to-month,No,0,0,Yes,24,12,26.72,No,Yes,Yes,Yes,Yes,0.274449,91.668201,0.765778,0,0,-1
C0002707,A0002707,50,63.02,Yes,Bank transfer (automatic),Month-to-month,No,0,2,No,0,0,0.0,No,No,Yes,No,No,0.282741,51.317281,0.41654,1,0,-1
